"id","taxonID","acceptedNameUsageID","scientificName","acceptedNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","genus","specificEpithet","infraspecificEpithet","taxonRank","scientificNameAuthorship","taxonomicStatus","taxonRemarks","modified","language","license","rightsHolder","accessRights","datasetName","vernaculaNameEN","vernaculaNameFR","localities","Bryoquel_version"
105,105,105,"Gymnomitrion concinnatum","Gymnomitrion concinnatum (Lightf.) Corda",,,,"|Hepaticae|||Gymnomitriaceae|Gymnomitrion|concinnatum|",,"Hepaticae",,,"Gymnomitriaceae","Gymnomitrion","concinnatum","","Espèce","(Lightf.) Corda","Accepté","","2014-12-02",,,,,,"braided frostwort","gymnomitrion élégant","Québec, Labrador",3.3
106,106,106,"Gymnomitrion corallioides","Gymnomitrion corallioides Nees",,,,"|Hepaticae|||Gymnomitriaceae|Gymnomitrion|corallioides|",,"Hepaticae",,,"Gymnomitriaceae","Gymnomitrion","corallioides","","Espèce","Nees","Accepté","","2014-12-02",,,,,,"coral frostwort","gymnomitrion corail","Québec, Labrador",3.3
107,107,107,"Gymnomitrion obtusum","Gymnomitrion obtusum (Lindb.) Pearson",,,,"|Hepaticae|||Gymnomitriaceae|Gymnomitrion|obtusum|",,"Hepaticae",,,"Gymnomitriaceae","Gymnomitrion","obtusum","","Espèce","(Lindb.) Pearson","Accepté","","2014-12-02",,,,,,"blunt frostwort","gymnomitrion à lobes obtus","Québec, Labrador",3.3
108,108,108,"Harpanthus drummondii","Harpanthus drummondii (Taylor) Grolle",,,,"|Hepaticae|||Geocalyceae|Harpanthus|drummondii|",,"Hepaticae",,,"Geocalyceae","Harpanthus","drummondii","","Espèce","(Taylor) Grolle","Accepté","","2014-12-02",,,,,,"Drummonds flapwort","harpanthe bois-pourri","Québec, Labrador",3.3
109,109,109,"Harpanthus flotovianus","Harpanthus flotovianus (Nees) Nees",,,,"|Hepaticae|||Geocalyceae|Harpanthus|flotovianus|",,"Hepaticae",,,"Geocalyceae","Harpanthus","flotovianus","","Espèce","(Nees) Nees","Accepté","","2014-12-02",,,,,,"great mountain flapwort","harpanthe des montagnes","Québec, Labrador",3.3
110,110,110,"Harpanthus scutatus","Harpanthus scutatus (F. Weber & D. Mohr) Spruce",,,,"|Hepaticae|||Geocalyceae|Harpanthus|scutatus|",,"Hepaticae",,,"Geocalyceae","Harpanthus","scutatus","","Espèce","(F. Weber & D. Mohr) Spruce","Accepté","","2014-12-02",,,,,,"stipular flapwort","harpanthe bouclier","Québec, Labrador",3.3
111,111,111,"Hygrobiella laxifolia","Hygrobiella laxifolia (Hook.) Spruce",,,,"|Hepaticae|||Cephaloziaceae|Hygrobiella|laxifolia|",,"Hepaticae",,,"Cephaloziaceae","Hygrobiella","laxifolia","","Espèce","(Hook.) Spruce","Accepté","","2014-12-02",,,,,,"lax notchwort","hygrobielle à feuilles lâches","Québec, Labrador",3.3
113,113,113,"Jungermannia atrovirens","Jungermannia atrovirens Dumort.",,,,"|Hepaticae|||Jungermanniaceae|Jungermannia|atrovirens|",,"Hepaticae",,,"Jungermanniaceae","Jungermannia","atrovirens","","Espèce","Dumort.","Accepté","","2014-12-02",,,,,,"dark-green flapwort","jongermanne vert foncé","Québec, Labrador",3.3
114,114,114,"Jungermannia caespiticia","Jungermannia caespiticia Lindenb.",,,,"|Hepaticae|||Jungermanniaceae|Jungermannia|caespiticia|",,"Hepaticae",,,"Jungermanniaceae","Jungermannia","caespiticia","","Espèce","Lindenb.","Accepté","","2014-12-02",,,,,,"carpet-like flapwort","jongermanne grégaire","Québec, Labrador",3.3
115,115,115,"Jungermannia confertissima","Jungermannia confertissima Nees",,,,"|Hepaticae|||Jungermanniaceae|Jungermannia|confertissima|",,"Hepaticae",,,"Jungermanniaceae","Jungermannia","confertissima","","Espèce","Nees","Accepté","","2014-12-02",,,,,,"kidney flapwort","jongermanne chevelue","Québec, Labrador",3.3
116,116,116,"Jungermannia crenuliformis","Jungermannia crenuliformis Austin",,,,"|Hepaticae|||Jungermanniaceae|Jungermannia|crenuliformis|",,"Hepaticae",,,"Jungermanniaceae","Jungermannia","crenuliformis","","Espèce","Austin","Accepté","","2014-12-02",,,,,,"scalloped flapwort","jongermanne crénelée","Québec, Labrador",3.3
117,117,117,"Jungermannia exsertifolia subsp. cordifolia","Jungermannia exsertifolia Stephani subsp. cordifolia (Dumort.) Vá a",,,,"|Hepaticae|||Jungermanniaceae|Jungermannia|exsertifolia|cordifolia",,"Hepaticae",,,"Jungermanniaceae","Jungermannia","exsertifolia","cordifolia","Sous-espèce","(Dumort.) Vá a","Accepté","Infraspecific Epithet Authorship : (Dumort.) Vá a","2014-12-02",,,,,,"cordate flapwort","jongermanne feuille-en-cur","Québec, Labrador",3.3
118,118,118,"Jungermannia gracillima","Jungermannia gracillima Sm.",,,,"|Hepaticae|||Jungermanniaceae|Jungermannia|gracillima|",,"Hepaticae",,,"Jungermanniaceae","Jungermannia","gracillima","","Espèce","Sm.","Accepté","","2014-12-02",,,,,,"crenulated flapwort","jongermanne gracile","Québec, Labrador",3.3
119,119,119,"Jungermannia hyalina","Jungermannia hyalina Lyell",,,,"|Hepaticae|||Jungermanniaceae|Jungermannia|hyalina|",,"Hepaticae",,,"Jungermanniaceae","Jungermannia","hyalina","","Espèce","Lyell","Accepté","","2014-12-02",,,,,,"transparent flapwort","jongermanne hyaline","Québec, Labrador",3.3
120,120,120,"Jungermannia leiantha","Jungermannia leiantha Grolle",,,,"|Hepaticae|||Jungermanniaceae|Jungermannia|leiantha|",,"Hepaticae",,,"Jungermanniaceae","Jungermannia","leiantha","","Espèce","Grolle","Accepté","","2014-12-02",,,,,,"long-leaved flapwort","jongermanne lisse","Québec, Labrador",3.3
121,121,121,"Jungermannia obovata","Jungermannia obovata Nees",,,,"|Hepaticae|||Jungermanniaceae|Jungermannia|obovata|",,"Hepaticae",,,"Jungermanniaceae","Jungermannia","obovata","","Espèce","Nees","Accepté","","2014-12-02",,,,,,"egg flapwort","jongermanne à feuilles obovées","Québec, Labrador",3.3
122,122,122,"Jungermannia polaris","Jungermannia polaris Lindb.",,,,"|Hepaticae|||Jungermanniaceae|Jungermannia|polaris|",,"Hepaticae",,,"Jungermanniaceae","Jungermannia","polaris","","Espèce","Lindb.","Accepté","","2014-12-02",,,,,,"arctic flapwort","jongermanne polaire","Québec, Labrador",3.3
123,123,123,"Jungermannia pumila","Jungermannia pumila With.",,,,"|Hepaticae|||Jungermanniaceae|Jungermannia|pumila|",,"Hepaticae",,,"Jungermanniaceae","Jungermannia","pumila","","Espèce","With.","Accepté","","2014-12-02",,,,,,"dwarf flapwort","jongermanne naine","Québec, Labrador",3.3
124,124,124,"Jungermannia sphaerocarpa","Jungermannia sphaerocarpa Hook.",,,,"|Hepaticae|||Jungermanniaceae|Jungermannia|sphaerocarpa|",,"Hepaticae",,,"Jungermanniaceae","Jungermannia","sphaerocarpa","","Espèce","Hook.","Accepté","","2014-12-02",,,,,,"round-fruited flapwort","jongermanne à capsules rondes","Québec, Labrador",3.3
125,125,125,"Jungermannia subelliptica","Jungermannia subelliptica (Lindb. ex Heeg) Levier",,,,"|Hepaticae|||Jungermanniaceae|Jungermannia|subelliptica|",,"Hepaticae",,,"Jungermanniaceae","Jungermannia","subelliptica","","Espèce","(Lindb. ex Heeg) Levier","Accepté","","2014-12-02",,,,,,"Two-Lipped Flapwort","jongermanne subelliptique","Québec, Labrador",3.3
126,126,126,"Kurzia pauciflora","Kurzia pauciflora (Dicks.) Grolle",,,,"|Hepaticae|||Lepidoziaceae|Kurzia|pauciflora|",,"Hepaticae",,,"Lepidoziaceae","Kurzia","pauciflora","","Espèce","(Dicks.) Grolle","Accepté","","2014-12-02",,,,,,"bristly fingerwort","kurzie des tourbières","Québec, Labrador",3.3
127,127,127,"Leiocolea badensis","Mesoptychia badensis (Gottsche ex Rabenh.) L. Söderstr. & Vá a",,,,"|Hepaticae|||Lophoziaceae|Mesoptychia|badensis|",,"Hepaticae",,,"Lophoziaceae","Mesoptychia","badensis","","Espèce","(Gottsche ex Rabenh.) L. Söderstr. & Vá a","Accepté","","2015-11-30",,,,,,"dwarf notchwort","lophozie minuscule","Québec, Labrador",3.3
129,129,129,"Leiocolea bantriensis","Mesoptychia bantriensis (Hook.) L. Söderstr. & Vá a",,,,"|Hepaticae|||Lophoziaceae|Mesoptychia|bantriensis|",,"Hepaticae",,,"Lophoziaceae","Mesoptychia","bantriensis","","Espèce","(Hook.) L. Söderstr. & Vá a","Accepté","","2015-11-30",,,,,,"imbricated liverwort","lophozie trompeuse","Québec, Labrador",3.3
138,138,138,"Leiomylia anomala","Leiomylia anomala (Hook.) J.J. Engel & Braggins",,,,"|Hepaticae|||Jungermanniaceae|Leiomylia|anomala|",,"Hepaticae",,,"Jungermanniaceae","Leiomylia","anomala","","Espèce","(Hook.) J.J. Engel & Braggins","Accepté","","2014-12-02",,,,,,"anomalous flapwort","mylie des tourbières","Québec, Labrador",3.3
140,140,140,"Lejeunea cavifolia","Lejeunea cavifolia (Ehrh.) Lindb.",,,,"|Hepaticae|||Lejeuneaceae|Lejeunea|cavifolia|",,"Hepaticae",,,"Lejeuneaceae","Lejeunea","cavifolia","","Espèce","(Ehrh.) Lindb.","Accepté","","2014-12-02",,,,,,"least pouncewort","lustre des forêts","Québec, Labrador",3.3
141,141,141,"Lepidozia reptans","Lepidozia reptans (L.) Dumort.",,,,"|Hepaticae|||Lepidoziaceae|Lepidozia|reptans|",,"Hepaticae",,,"Lepidoziaceae","Lepidozia","reptans","","Espèce","(L.) Dumort.","Accepté","","2014-12-02",,,,,,"creeping fingerwort","lépidozie rampante","Québec, Labrador",3.3
142,142,142,"Lophozia ascendens","Lophozia ascendens (Warnst.) R.M. Schust.",,,,"|Hepaticae|||Lophoziaceae|Lophozia|ascendens|",,"Hepaticae",,,"Lophoziaceae","Lophozia","ascendens","","Espèce","(Warnst.) R.M. Schust.","Accepté","","2014-12-02",,,,,,"small notchwort","lophozie ascendante","Québec, Labrador",3.3
143,143,143,"Lophozia bicrenata","Lophozia bicrenata (Schmidel) Dumort.",,,,"|Hepaticae|||Lophoziaceae|Lophozia|bicrenata|",,"Hepaticae",,,"Lophoziaceae","Lophozia","bicrenata","","Espèce","(Schmidel) Dumort.","Accepté","","2014-12-02",,,,,,"lesser notchwort","lophozie à deux dents","Québec, Labrador",3.3
145,145,145,"Lophozia excisa","Lophozia excisa (Dicks.) Dumort.",,,,"|Hepaticae|||Lophoziaceae|Lophozia|excisa|",,"Hepaticae",,,"Lophoziaceae","Lophozia","excisa","","Espèce","(Dicks.) Dumort.","Accepté","","2014-12-02",,,,,,"cut notchwort","lophozie découpée","Québec, Labrador",3.3
146,146,146,"Lophozia guttulata","Lophozia guttulata (Lindb. & Arnell) A. Evans",,,,"|Hepaticae|||Lophoziaceae|Lophozia|guttulata|",,"Hepaticae",,,"Lophoziaceae","Lophozia","guttulata","","Espèce","(Lindb. & Arnell) A. Evans","Accepté","","2014-12-02",,,,,,"droplet flapwort","lophozie commune","Québec, Labrador",3.3
149,149,149,"Lophozia longidens","Lophozia longidens (Lindb.) Macoun",,,,"|Hepaticae|||Lophoziaceae|Lophozia|longidens|",,"Hepaticae",,,"Lophoziaceae","Lophozia","longidens","","Espèce","(Lindb.) Macoun","Accepté","","2014-12-02",,,,,,"horned notchwort","lophozie à longues dents","Québec, Labrador",3.3
152,152,152,"Lophozia polaris","Lophozia polaris (R.M. Schust.) R.M. Schust. & Damsh.",,,,"|Hepaticae|||Lophoziaceae|Lophozia|polaris|",,"Hepaticae",,,"Lophoziaceae","Lophozia","polaris","","Espèce","(R.M. Schust.) R.M. Schust. & Damsh.","Accepté","","2014-12-02",,,,,,"arctic notchwort","lophozie polaire","Québec, Labrador",3.3
153,153,153,"Lophozia schusterana","Lophozia schusterana Schljakov",,,,"|Hepaticae|||Lophoziaceae|Lophozia|schusterana|",,"Hepaticae",,,"Lophoziaceae","Lophozia","schusterana","","Espèce","Schljakov","Accepté","","2014-12-02",,,,,,"Schusters notchwort","lophozie arctique","Québec, Labrador",3.3
155,155,155,"Lophozia silvicola","Lophozia silvicola H. Buch",,,,"|Hepaticae|||Lophoziaceae|Lophozia|silvicola|",,"Hepaticae",,,"Lophoziaceae","Lophozia","silvicola","","Espèce","H. Buch","Accepté","","2014-12-02",,,,,,"forest notchwort","lophozie des forêts","Québec, Labrador",3.3
157,157,157,"Lophozia ventricosa var. longiflora","Lophozia ventricosa (Dicks.) Dumort. var. longiflora (Nees) Macoun",,,,"|Hepaticae|||Lophoziaceae|Lophozia|ventricosa|longiflora",,"Hepaticae",,,"Lophoziaceae","Lophozia","ventricosa","longiflora","Variété","(Nees) Macoun","Accepté","Infraspecific Epithet Authorship : (Nees) Macoun","2014-12-02",,,,,,"bog tumid notchwort","lophozie des sphaignes","Québec, Labrador",3.3
158,158,158,"Lophozia ventricosa var. ventricosa","Lophozia ventricosa (Dicks.) Dumort. var. ventricosa",,,,"|Hepaticae|||Lophoziaceae|Lophozia|ventricosa|ventricosa",,"Hepaticae",,,"Lophoziaceae","Lophozia","ventricosa","ventricosa","Variété","","Accepté","","2014-12-02",,,,,,"tumid notchwort","lophozie ventrue","Québec, Labrador",3.3
159,159,159,"Lophozia wenzelii","Lophozia wenzelii (Nees) Stephani",,,,"|Hepaticae|||Lophoziaceae|Lophozia|wenzelii|",,"Hepaticae",,,"Lophoziaceae","Lophozia","wenzelii","","Espèce","(Nees) Stephani","Accepté","","2014-12-02",,,,,,"Wenzels notchwort","lophozie à feuilles rondes","Québec, Labrador",3.3
160,160,160,"Mannia fragrans","Mannia fragrans (Balbis) Frye & L. Clark",,,,"|Hepaticae|||Aytoniaceae|Mannia|fragrans|",,"Hepaticae",,,"Aytoniaceae","Mannia","fragrans","","Espèce","(Balbis) Frye & L. Clark","Accepté","","2014-12-02",,,,,,"fragrant macewort","mannie odorante","Québec, Labrador",3.3
161,161,161,"Mannia pilosa","Mannia pilosa (Hornem.) Frye & L. Clark",,,,"|Hepaticae|||Aytoniaceae|Mannia|pilosa|",,"Hepaticae",,,"Aytoniaceae","Mannia","pilosa","","Espèce","(Hornem.) Frye & L. Clark","Accepté","","2014-12-02",,,,,,"small macewort","mannie poilue","Québec, Labrador",3.3
162,162,162,"Marchantia polymorpha subsp. montivagans","Marchantia polymorpha L. subsp. montivagans Bischl. & Boisselier-Dubayle",,,,"|Hepaticae|||Marchantiaceae|Marchantia|polymorpha|montivagans",,"Hepaticae",,,"Marchantiaceae","Marchantia","polymorpha","montivagans","Sous-espèce","Bischl. & Boisselier-Dubayle","Accepté","Infraspecific Epithet Authorship : Bischl. & Boisselier-Dubayle","2014-12-02",,,,,,"mountain liverwort","marchantie des montagnes","Québec, Labrador",3.3
163,163,163,"Marchantia polymorpha subsp. polymorpha","Marchantia polymorpha L. subsp. polymorpha",,,,"|Hepaticae|||Marchantiaceae|Marchantia|polymorpha|polymorpha",,"Hepaticae",,,"Marchantiaceae","Marchantia","polymorpha","polymorpha","Sous-espèce","","Accepté","","2014-12-02",,,,,,"green-tongue liverwort","marchantie polymorphe","Québec, Labrador",3.3
164,164,164,"Marchantia polymorpha subsp. ruderalis","Marchantia polymorpha L. subsp. ruderalis Bischl. & Boisselier-Dubayle",,,,"|Hepaticae|||Marchantiaceae|Marchantia|polymorpha|ruderalis",,"Hepaticae",,,"Marchantiaceae","Marchantia","polymorpha","ruderalis","Sous-espèce","Bischl. & Boisselier-Dubayle","Accepté","Infraspecific Epithet Authorship : Bischl. & Boisselier-Dubayle","2014-12-02",,,,,,"common liverwort","marchantie rudérale","Québec, Labrador",3.3
165,165,165,"Marsupella arctica","Marsupella arctica (Berggr.) Bryhn & Kaal.",,,,"|Hepaticae|||Gymnomitriaceae|Marsupella|arctica|",,"Hepaticae",,,"Gymnomitriaceae","Marsupella","arctica","","Espèce","(Berggr.) Bryhn & Kaal.","Accepté","","2014-12-02",,,,,,"arctic rustwort","marsupelle arctique","Québec, Labrador",3.3
166,166,166,"Marsupella boeckii","Marsupella boeckii (Austin) Lindb. ex Kaal.",,,,"|Hepaticae|||Gymnomitriaceae|Marsupella|boeckii|",,"Hepaticae",,,"Gymnomitriaceae","Marsupella","boeckii","","Espèce","(Austin) Lindb. ex Kaal.","Accepté","","2014-12-02",,,,,,"Boecks rustwort","marsupelle fausse-céphalozielle","Québec, Labrador",3.3
167,167,167,"Marsupella brevissima","Marsupella brevissima (Dumort.) Grolle",,,,"|Hepaticae|||Gymnomitriaceae|Marsupella|brevissima|",,"Hepaticae",,,"Gymnomitriaceae","Marsupella","brevissima","","Espèce","(Dumort.) Grolle","Accepté","","2014-12-02",,,,,,"snow rustwort","petite marsupelle","Québec, Labrador",3.3
169,169,169,"Marsupella condensata","Marsupella condensata (Ångström) Lindb. ex Kaal.",,,,"|Hepaticae|||Gymnomitriaceae|Marsupella|condensata|",,"Hepaticae",,,"Gymnomitriaceae","Marsupella","condensata","","Espèce","(Ångström) Lindb. ex Kaal.","Accepté","","2014-12-02",,,,,,"compact rustwort","marsupelle pressée","Québec, Labrador",3.3
170,170,170,"Marsupella emarginata var. emarginata","Marsupella emarginata (Ehrh.) Dumort. var. emarginata",,,,"|Hepaticae|||Gymnomitriaceae|Marsupella|emarginata|emarginata",,"Hepaticae",,,"Gymnomitriaceae","Marsupella","emarginata","emarginata","Variété","","Accepté","","2014-12-02",,,,,,"notched rustwort","marsupelle échancrée","Québec, Labrador",3.3
171,171,171,"Marsupella sparsifolia","Marsupella sparsifolia (Lindb.) Dumort.",,,,"|Hepaticae|||Gymnomitriaceae|Marsupella|sparsifolia|",,"Hepaticae",,,"Gymnomitriaceae","Marsupella","sparsifolia","","Espèce","(Lindb.) Dumort.","Accepté","","2014-12-02",,,,,,"rounded rustwort","marsupelle arrondie","Québec, Labrador",3.3
172,172,172,"Marsupella sphacelata","Marsupella sphacelata (Giesecke ex Lindenb.) Dumort.",,,,"|Hepaticae|||Gymnomitriaceae|Marsupella|sphacelata|",,"Hepaticae",,,"Gymnomitriaceae","Marsupella","sphacelata","","Espèce","(Giesecke ex Lindenb.) Dumort.","Accepté","","2014-12-02",,,,,,"speckled rustwort","marsupelle amphibie","Québec, Labrador",3.3
173,173,173,"Marsupella sprucei","Marsupella sprucei (Limpr.) Bernet",,,,"|Hepaticae|||Gymnomitriaceae|Marsupella|sprucei|",,"Hepaticae",,,"Gymnomitriaceae","Marsupella","sprucei","","Espèce","(Limpr.) Bernet","Accepté","","2014-12-02",,,,,,"Spruces rustwort","marsupelle à massue","Québec, Labrador",3.3
175,175,175,"Metzgeria conjugata","Metzgeria conjugata Lindb.",,,,"|Hepaticae|||Metzgeriaceae|Metzgeria|conjugata|",,"Hepaticae",,,"Metzgeriaceae","Metzgeria","conjugata","","Espèce","Lindb.","Accepté","","2014-12-02",,,,,,"rock veilwort","metzgérie des rochers","Québec, Labrador",3.3
176,176,176,"Metzgeria furcata","Metzgeria furcata (L.) Corda",,,,"|Hepaticae|||Metzgeriaceae|Metzgeria|furcata|",,"Hepaticae",,,"Metzgeriaceae","Metzgeria","furcata","","Espèce","(L.) Corda","Accepté","","2014-12-02",,,,,,"forked veilwort","metzgérie fourchue","Québec, Labrador",3.3
177,177,177,"Microlejeunea ulicina","Microlejeunea ulicina (Taylor) Stephani",,,,"|Hepaticae|||Lejeuneaceae|Microlejeunea|ulicina|",,"Hepaticae",,,"Lejeuneaceae","Microlejeunea","ulicina","","Espèce","(Taylor) Stephani","Accepté","","2014-12-02",,,,,,"fairy beads","collier des fées","Québec, Labrador",3.3
178,178,178,"Moerckia blyttii","Moerckia blyttii  (Moerck ex Hornem.) Brockm.",,,,"|Hepaticae|||Pallaviciniaceae|Moerckia|blyttii |",,"Hepaticae",,,"Pallaviciniaceae","Moerckia","blyttii","","Espèce","(Moerck ex Hornem.) Brockm.","Accepté","","2014-12-02",,,,,,"Blytt's notchwort","colerette des montagnes","Québec, Labrador",3.3
179,179,179,"Moerckia flotoviana","Moerckia flotoviana (Nees) Schiffn.",,,,"|Hepaticae|||Pallaviciniaceae|Moerckia|flotoviana|",,"Hepaticae",,,"Pallaviciniaceae","Moerckia","flotoviana","","Espèce","(Nees) Schiffn.","Accepté","","2014-12-02",,,,,,"Flotow's ruffwort","collerette ondulée","Québec, Labrador",3.3
180,180,180,"Mylia taylorii","Mylia taylorii (Hook.) Gray",,,,"|Hepaticae|||Jungermanniaceae|Mylia|taylorii|",,"Hepaticae",,,"Jungermanniaceae","Mylia","taylorii","","Espèce","(Hook.) Gray","Accepté","","2014-12-02",,,,,,"Taylors flapwort","mylie rouge","Québec, Labrador",3.3
181,181,181,"Nardia geoscyphus","Nardia geoscyphus (De Not.) Lindb.",,,,"|Hepaticae|||Gymnomitriaceae|Nardia|geoscyphus|",,"Hepaticae",,,"Gymnomitriaceae","Nardia","geoscyphus","","Espèce","(De Not.) Lindb.","Accepté","","2014-12-02",,,,,,"earth-cup flapwort","nardie gobelet","Québec, Labrador",3.3
182,182,182,"Nardia insecta","Nardia insecta Lindb.",,,,"|Hepaticae|||Gymnomitriaceae|Nardia|insecta|",,"Hepaticae",,,"Gymnomitriaceae","Nardia","insecta","","Espèce","Lindb.","Accepté","","2014-12-02",,,,,,"two-lobed flapwort","nardie bilobée","Québec, Labrador",3.3
183,183,183,"Nardia scalaris","Nardia scalaris (Schrad.) Gray",,,,"|Hepaticae|||Gymnomitriaceae|Nardia|scalaris|",,"Hepaticae",,,"Gymnomitriaceae","Nardia","scalaris","","Espèce","(Schrad.) Gray","Accepté","","2014-12-02",,,,,,"ladder flapwort","nardie échelonnée","Québec, Labrador",3.3
184,184,184,"Nowellia curvifolia","Nowellia curvifolia (Dicks.) Mitt.",,,,"|Hepaticae|||Cephaloziaceae|Nowellia|curvifolia|",,"Hepaticae",,,"Cephaloziaceae","Nowellia","curvifolia","","Espèce","(Dicks.) Mitt.","Accepté","","2014-12-02",,,,,,"wood rustwort","arabesque des forêts","Québec, Labrador",3.3
185,185,185,"Odontoschisma denudatum","Odontoschisma denudatum (Nees) Dumort.",,,,"|Hepaticae|||Cephaloziaceae|Odontoschisma|denudatum|",,"Hepaticae",,,"Cephaloziaceae","Odontoschisma","denudatum","","Espèce","(Nees) Dumort.","Accepté","","2014-12-02",,,,,,"matchstick flapwort","vénusté dénudée","Québec, Labrador",3.3
186,186,186,"Odontoschisma elongatum","Odontoschisma elongatum (Lindb.) A. Evans",,,,"|Hepaticae|||Cephaloziaceae|Odontoschisma|elongatum|",,"Hepaticae",,,"Cephaloziaceae","Odontoschisma","elongatum","","Espèce","(Lindb.) A. Evans","Accepté","","2014-12-02",,,,,,"brown flapwort","vénusté élancée","Québec, Labrador",3.3
187,187,187,"Odontoschisma macounii","Odontoschisma macounii (Austin) Underw.",,,,"|Hepaticae|||Cephaloziaceae|Odontoschisma|macounii|",,"Hepaticae",,,"Cephaloziaceae","Odontoschisma","macounii","","Espèce","(Austin) Underw.","Accepté","","2014-12-02",,,,,,"Macouns flapwort","vénusté cylindrique","Québec, Labrador",3.3
188,188,188,"Pallavicinia lyellii","Pallavicinia lyellii (Hook.) Gray",,,,"|Hepaticae|||Pallaviciniaceae|Pallavicinia|lyellii|",,"Hepaticae",,,"Pallaviciniaceae","Pallavicinia","lyellii","","Espèce","(Hook.) Gray","Accepté","","2014-12-02",,,,,,"Lyells ribbonwort","ruban nervuré","Québec, Labrador",3.3
