id	taxonID	acceptedNameUsageID	scientificName	acceptedNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	taxonomicStatus	taxonRemarks	modified	language	license	rightsHolder	accessRights	datasetName
118	118	118	Jungermannia gracillima	Jungermannia gracillima Sm.				|Hepaticae|||Jungermanniaceae|Jungermannia|gracillima|		Hepaticae			Jungermanniaceae	Jungermannia	gracillima		Espèce	Sm.	Accepté		2014-12-02					
119	119	119	Jungermannia hyalina	Jungermannia hyalina Lyell				|Hepaticae|||Jungermanniaceae|Jungermannia|hyalina|		Hepaticae			Jungermanniaceae	Jungermannia	hyalina		Espèce	Lyell	Accepté		2014-12-02					
120	120	120	Jungermannia leiantha	Jungermannia leiantha Grolle				|Hepaticae|||Jungermanniaceae|Jungermannia|leiantha|		Hepaticae			Jungermanniaceae	Jungermannia	leiantha		Espèce	Grolle	Accepté		2014-12-02					
121	121	121	Jungermannia obovata	Jungermannia obovata Nees				|Hepaticae|||Jungermanniaceae|Jungermannia|obovata|		Hepaticae			Jungermanniaceae	Jungermannia	obovata		Espèce	Nees	Accepté		2014-12-02					
122	122	122	Jungermannia polaris	Jungermannia polaris Lindb.				|Hepaticae|||Jungermanniaceae|Jungermannia|polaris|		Hepaticae			Jungermanniaceae	Jungermannia	polaris		Espèce	Lindb.	Accepté		2014-12-02					
123	123	123	Jungermannia pumila	Jungermannia pumila With.				|Hepaticae|||Jungermanniaceae|Jungermannia|pumila|		Hepaticae			Jungermanniaceae	Jungermannia	pumila		Espèce	With.	Accepté		2014-12-02					
124	124	124	Jungermannia sphaerocarpa	Jungermannia sphaerocarpa Hook.				|Hepaticae|||Jungermanniaceae|Jungermannia|sphaerocarpa|		Hepaticae			Jungermanniaceae	Jungermannia	sphaerocarpa		Espèce	Hook.	Accepté		2014-12-02					
125	125	125	Jungermannia subelliptica	Jungermannia subelliptica (Lindb. ex Heeg) Levier				|Hepaticae|||Jungermanniaceae|Jungermannia|subelliptica|		Hepaticae			Jungermanniaceae	Jungermannia	subelliptica		Espèce	(Lindb. ex Heeg) Levier	Accepté		2014-12-02					
126	126	126	Kurzia pauciflora	Kurzia pauciflora (Dicks.) Grolle				|Hepaticae|||Lepidoziaceae|Kurzia|pauciflora|		Hepaticae			Lepidoziaceae	Kurzia	pauciflora		Espèce	(Dicks.) Grolle	Accepté		2014-12-02					
127	127	127	Leiocolea badensis	Mesoptychia badensis (Gottsche ex Rabenh.) L. Söderstr. & Vá a				|Hepaticae|||Lophoziaceae|Mesoptychia|badensis|		Hepaticae			Lophoziaceae	Mesoptychia	badensis		Espèce	(Gottsche ex Rabenh.) L. Söderstr. & Vá a	Accepté		2015-11-30					
129	129	129	Leiocolea bantriensis	Mesoptychia bantriensis (Hook.) L. Söderstr. & Vá a				|Hepaticae|||Lophoziaceae|Mesoptychia|bantriensis|		Hepaticae			Lophoziaceae	Mesoptychia	bantriensis		Espèce	(Hook.) L. Söderstr. & Vá a	Accepté		2015-11-30					
133	133	133	Leiocolea heterocolpos var. harpanthoides	Mesoptychia heterocolpos (Thed.) H. Buch var. harpanthoides (Bryhn et Kaal.) L.Söderstr. et Vá a															Synonyme	Infraspecific Epithet Authorship : (Bryhn et Kaal.) L.Söderstr. et Vá a	2015-11-30					
134	134	134	Leiocolea heterocolpos var. heterocolpos	Mesoptychia heterocolpos (Thed. ex Hartm.) L. Söderstr. & Vá a var. heterocolpos														(Thed.) H. Buch	Synonyme		2015-11-30					
136	136	136	Leiocolea rutheana	Mesoptychia rutheana (Limpr.) L. Söderstr. & Vá a														(Limpr.) Müll. Freib.	Synonyme		2015-11-30					
138	138	138	Leiomylia anomala	Leiomylia anomala (Hook.) J.J. Engel & Braggins				|Hepaticae|||Jungermanniaceae|Leiomylia|anomala|		Hepaticae			Jungermanniaceae	Leiomylia	anomala		Espèce	(Hook.) J.J. Engel & Braggins	Accepté		2014-12-02					
140	140	140	Lejeunea cavifolia	Lejeunea cavifolia (Ehrh.) Lindb.				|Hepaticae|||Lejeuneaceae|Lejeunea|cavifolia|		Hepaticae			Lejeuneaceae	Lejeunea	cavifolia		Espèce	(Ehrh.) Lindb.	Accepté		2014-12-02					
141	141	141	Lepidozia reptans	Lepidozia reptans (L.) Dumort.				|Hepaticae|||Lepidoziaceae|Lepidozia|reptans|		Hepaticae			Lepidoziaceae	Lepidozia	reptans		Espèce	(L.) Dumort.	Accepté		2014-12-02					
142	142	142	Lophozia ascendens	Lophozia ascendens (Warnst.) R.M. Schust.				|Hepaticae|||Lophoziaceae|Lophozia|ascendens|		Hepaticae			Lophoziaceae	Lophozia	ascendens		Espèce	(Warnst.) R.M. Schust.	Accepté		2014-12-02					
143	143	143	Lophozia bicrenata	Lophozia bicrenata (Schmidel) Dumort.				|Hepaticae|||Lophoziaceae|Lophozia|bicrenata|		Hepaticae			Lophoziaceae	Lophozia	bicrenata		Espèce	(Schmidel) Dumort.	Accepté		2014-12-02					
145	145	145	Lophozia excisa	Lophozia excisa (Dicks.) Dumort.				|Hepaticae|||Lophoziaceae|Lophozia|excisa|		Hepaticae			Lophoziaceae	Lophozia	excisa		Espèce	(Dicks.) Dumort.	Accepté		2014-12-02					
146	146	146	Lophozia guttulata	Lophozia guttulata (Lindb. & Arnell) A. Evans				|Hepaticae|||Lophoziaceae|Lophozia|guttulata|		Hepaticae			Lophoziaceae	Lophozia	guttulata		Espèce	(Lindb. & Arnell) A. Evans	Accepté		2014-12-02					
147	147	146	Lophozia longiflora	Lophozia guttulata (Lindb. & Arnell) A. Evans														(Nees) Schiffn.	Synonyme		2015-01-27					
148	148	146	Lophozia porphyroleuca	Lophozia guttulata (Lindb. & Arnell) A. Evans														(Nees) Schiffn.	Synonyme		2015-01-27					
149	149	149	Lophozia longidens	Lophozia longidens (Lindb.) Macoun				|Hepaticae|||Lophoziaceae|Lophozia|longidens|		Hepaticae			Lophoziaceae	Lophozia	longidens		Espèce	(Lindb.) Macoun	Accepté		2014-12-02					
152	152	152	Lophozia polaris	Lophozia polaris (R.M. Schust.) R.M. Schust. & Damsh.				|Hepaticae|||Lophoziaceae|Lophozia|polaris|		Hepaticae			Lophoziaceae	Lophozia	polaris		Espèce	(R.M. Schust.) R.M. Schust. & Damsh.	Accepté		2014-12-02					
153	153	153	Lophozia schusterana	Lophozia schusterana Schljakov				|Hepaticae|||Lophoziaceae|Lophozia|schusterana|		Hepaticae			Lophoziaceae	Lophozia	schusterana		Espèce	Schljakov	Accepté		2014-12-02					
155	155	155	Lophozia silvicola	Lophozia silvicola H. Buch				|Hepaticae|||Lophoziaceae|Lophozia|silvicola|		Hepaticae			Lophoziaceae	Lophozia	silvicola		Espèce	H. Buch	Accepté		2014-12-02					
156	156	156	Lophozia sudetica	Barbilophozia sudetica (Nees ex Huebener) L. Söderstr., De Roo & Hedd.														(Nees ex Huebener) Grolle	Synonyme		2014-12-17					
157	157	157	Lophozia ventricosa var. longiflora	Lophozia ventricosa (Dicks.) Dumort. var. longiflora (Nees) Macoun				|Hepaticae|||Lophoziaceae|Lophozia|ventricosa|longiflora		Hepaticae			Lophoziaceae	Lophozia	ventricosa	longiflora	Variété	(Nees) Macoun	Accepté	Infraspecific Epithet Authorship : (Nees) Macoun	2014-12-02					
158	158	158	Lophozia ventricosa var. ventricosa	Lophozia ventricosa (Dicks.) Dumort. var. ventricosa				|Hepaticae|||Lophoziaceae|Lophozia|ventricosa|ventricosa		Hepaticae			Lophoziaceae	Lophozia	ventricosa	ventricosa	Variété		Accepté		2014-12-02					
159	159	159	Lophozia wenzelii	Lophozia wenzelii (Nees) Stephani				|Hepaticae|||Lophoziaceae|Lophozia|wenzelii|		Hepaticae			Lophoziaceae	Lophozia	wenzelii		Espèce	(Nees) Stephani	Accepté		2014-12-02					
160	160	160	Mannia fragrans	Mannia fragrans (Balbis) Frye & L. Clark				|Hepaticae|||Aytoniaceae|Mannia|fragrans|		Hepaticae			Aytoniaceae	Mannia	fragrans		Espèce	(Balbis) Frye & L. Clark	Accepté		2014-12-02					
161	161	161	Mannia pilosa	Mannia pilosa (Hornem.) Frye & L. Clark				|Hepaticae|||Aytoniaceae|Mannia|pilosa|		Hepaticae			Aytoniaceae	Mannia	pilosa		Espèce	(Hornem.) Frye & L. Clark	Accepté		2014-12-02					
162	162	162	Marchantia polymorpha subsp. montivagans	Marchantia polymorpha L. subsp. montivagans Bischl. & Boisselier-Dubayle				|Hepaticae|||Marchantiaceae|Marchantia|polymorpha|montivagans		Hepaticae			Marchantiaceae	Marchantia	polymorpha	montivagans	Sous-espèce	Bischl. & Boisselier-Dubayle	Accepté	Infraspecific Epithet Authorship : Bischl. & Boisselier-Dubayle	2014-12-02					
163	163	163	Marchantia polymorpha subsp. polymorpha	Marchantia polymorpha L. subsp. polymorpha				|Hepaticae|||Marchantiaceae|Marchantia|polymorpha|polymorpha		Hepaticae			Marchantiaceae	Marchantia	polymorpha	polymorpha	Sous-espèce		Accepté		2014-12-02					
164	164	164	Marchantia polymorpha subsp. ruderalis	Marchantia polymorpha L. subsp. ruderalis Bischl. & Boisselier-Dubayle				|Hepaticae|||Marchantiaceae|Marchantia|polymorpha|ruderalis		Hepaticae			Marchantiaceae	Marchantia	polymorpha	ruderalis	Sous-espèce	Bischl. & Boisselier-Dubayle	Accepté	Infraspecific Epithet Authorship : Bischl. & Boisselier-Dubayle	2014-12-02					
165	165	165	Marsupella arctica	Marsupella arctica (Berggr.) Bryhn & Kaal.				|Hepaticae|||Gymnomitriaceae|Marsupella|arctica|		Hepaticae			Gymnomitriaceae	Marsupella	arctica		Espèce	(Berggr.) Bryhn & Kaal.	Accepté		2014-12-02					
166	166	166	Marsupella boeckii	Marsupella boeckii (Austin) Lindb. ex Kaal.				|Hepaticae|||Gymnomitriaceae|Marsupella|boeckii|		Hepaticae			Gymnomitriaceae	Marsupella	boeckii		Espèce	(Austin) Lindb. ex Kaal.	Accepté		2014-12-02					
167	167	167	Marsupella brevissima	Marsupella brevissima (Dumort.) Grolle				|Hepaticae|||Gymnomitriaceae|Marsupella|brevissima|		Hepaticae			Gymnomitriaceae	Marsupella	brevissima		Espèce	(Dumort.) Grolle	Accepté		2014-12-02					
169	169	169	Marsupella condensata	Marsupella condensata (Ångström) Lindb. ex Kaal.				|Hepaticae|||Gymnomitriaceae|Marsupella|condensata|		Hepaticae			Gymnomitriaceae	Marsupella	condensata		Espèce	(Ångström) Lindb. ex Kaal.	Accepté		2014-12-02					
170	170	170	Marsupella emarginata var. emarginata	Marsupella emarginata (Ehrh.) Dumort. var. emarginata				|Hepaticae|||Gymnomitriaceae|Marsupella|emarginata|emarginata		Hepaticae			Gymnomitriaceae	Marsupella	emarginata	emarginata	Variété		Accepté		2014-12-02					
171	171	171	Marsupella sparsifolia	Marsupella sparsifolia (Lindb.) Dumort.				|Hepaticae|||Gymnomitriaceae|Marsupella|sparsifolia|		Hepaticae			Gymnomitriaceae	Marsupella	sparsifolia		Espèce	(Lindb.) Dumort.	Accepté		2014-12-02					
172	172	172	Marsupella sphacelata	Marsupella sphacelata (Giesecke ex Lindenb.) Dumort.				|Hepaticae|||Gymnomitriaceae|Marsupella|sphacelata|		Hepaticae			Gymnomitriaceae	Marsupella	sphacelata		Espèce	(Giesecke ex Lindenb.) Dumort.	Accepté		2014-12-02					
173	173	173	Marsupella sprucei	Marsupella sprucei (Limpr.) Bernet				|Hepaticae|||Gymnomitriaceae|Marsupella|sprucei|		Hepaticae			Gymnomitriaceae	Marsupella	sprucei		Espèce	(Limpr.) Bernet	Accepté		2014-12-02					
175	175	175	Metzgeria conjugata	Metzgeria conjugata Lindb.				|Hepaticae|||Metzgeriaceae|Metzgeria|conjugata|		Hepaticae			Metzgeriaceae	Metzgeria	conjugata		Espèce	Lindb.	Accepté		2014-12-02					
176	176	176	Metzgeria furcata	Metzgeria furcata (L.) Corda				|Hepaticae|||Metzgeriaceae|Metzgeria|furcata|		Hepaticae			Metzgeriaceae	Metzgeria	furcata		Espèce	(L.) Corda	Accepté		2014-12-02					
177	177	177	Microlejeunea ulicina	Microlejeunea ulicina (Taylor) Stephani				|Hepaticae|||Lejeuneaceae|Microlejeunea|ulicina|		Hepaticae			Lejeuneaceae	Microlejeunea	ulicina		Espèce	(Taylor) Stephani	Accepté		2014-12-02					
178	178	178	Moerckia blyttii	Moerckia blyttii  (Moerck ex Hornem.) Brockm.				|Hepaticae|||Pallaviciniaceae|Moerckia|blyttii |		Hepaticae			Pallaviciniaceae	Moerckia	blyttii		Espèce	(Moerck ex Hornem.) Brockm.	Accepté		2014-12-02					
179	179	179	Moerckia flotoviana	Moerckia flotoviana (Nees) Schiffn.				|Hepaticae|||Pallaviciniaceae|Moerckia|flotoviana|		Hepaticae			Pallaviciniaceae	Moerckia	flotoviana		Espèce	(Nees) Schiffn.	Accepté		2014-12-02					
180	180	180	Mylia taylorii	Mylia taylorii (Hook.) Gray				|Hepaticae|||Jungermanniaceae|Mylia|taylorii|		Hepaticae			Jungermanniaceae	Mylia	taylorii		Espèce	(Hook.) Gray	Accepté		2014-12-02					
181	181	181	Nardia geoscyphus	Nardia geoscyphus (De Not.) Lindb.				|Hepaticae|||Gymnomitriaceae|Nardia|geoscyphus|		Hepaticae			Gymnomitriaceae	Nardia	geoscyphus		Espèce	(De Not.) Lindb.	Accepté		2014-12-02					
182	182	182	Nardia insecta	Nardia insecta Lindb.				|Hepaticae|||Gymnomitriaceae|Nardia|insecta|		Hepaticae			Gymnomitriaceae	Nardia	insecta		Espèce	Lindb.	Accepté		2014-12-02					
183	183	183	Nardia scalaris	Nardia scalaris (Schrad.) Gray				|Hepaticae|||Gymnomitriaceae|Nardia|scalaris|		Hepaticae			Gymnomitriaceae	Nardia	scalaris		Espèce	(Schrad.) Gray	Accepté		2014-12-02					
184	184	184	Nowellia curvifolia	Nowellia curvifolia (Dicks.) Mitt.				|Hepaticae|||Cephaloziaceae|Nowellia|curvifolia|		Hepaticae			Cephaloziaceae	Nowellia	curvifolia		Espèce	(Dicks.) Mitt.	Accepté		2014-12-02					
185	185	185	Odontoschisma denudatum	Odontoschisma denudatum (Nees) Dumort.				|Hepaticae|||Cephaloziaceae|Odontoschisma|denudatum|		Hepaticae			Cephaloziaceae	Odontoschisma	denudatum		Espèce	(Nees) Dumort.	Accepté		2014-12-02					
186	186	186	Odontoschisma elongatum	Odontoschisma elongatum (Lindb.) A. Evans				|Hepaticae|||Cephaloziaceae|Odontoschisma|elongatum|		Hepaticae			Cephaloziaceae	Odontoschisma	elongatum		Espèce	(Lindb.) A. Evans	Accepté		2014-12-02					
187	187	187	Odontoschisma macounii	Odontoschisma macounii (Austin) Underw.				|Hepaticae|||Cephaloziaceae|Odontoschisma|macounii|		Hepaticae			Cephaloziaceae	Odontoschisma	macounii		Espèce	(Austin) Underw.	Accepté		2014-12-02					
188	188	188	Pallavicinia lyellii	Pallavicinia lyellii (Hook.) Gray				|Hepaticae|||Pallaviciniaceae|Pallavicinia|lyellii|		Hepaticae			Pallaviciniaceae	Pallavicinia	lyellii		Espèce	(Hook.) Gray	Accepté		2014-12-02					
189	189	189	Pellia endiviifolia	Pellia endiviifolia (Dicks.) Dumort.				|Hepaticae|||Pelliaceae|Pellia|endiviifolia|		Hepaticae			Pelliaceae	Pellia	endiviifolia		Espèce	(Dicks.) Dumort.	Accepté		2014-12-02					
190	190	190	Pellia epiphylla	Pellia epiphylla (L.) Corda				|Hepaticae|||Pelliaceae|Pellia|epiphylla|		Hepaticae			Pelliaceae	Pellia	epiphylla		Espèce	(L.) Corda	Accepté		2014-12-02					
191	191	191	Pellia megaspora	Pellia megaspora R.M. Schust.				|Hepaticae|||Pelliaceae|Pellia|megaspora|		Hepaticae			Pelliaceae	Pellia	megaspora		Espèce	R.M. Schust.	Accepté		2014-12-02					
192	192	192	Pellia neesiana	Pellia neesiana (Gottsche) Limpr.				|Hepaticae|||Pelliaceae|Pellia|neesiana|		Hepaticae			Pelliaceae	Pellia	neesiana		Espèce	(Gottsche) Limpr.	Accepté		2014-12-02					
193	193	193	Plagiochila porelloides var. subarctica	Plagiochila porelloides (Torr. ex Nees) Lindenb. var. subarctica (Jörg.) Lammes				|Hepaticae|||Plagiochilaceae|Plagiochila|porelloides|subarctica		Hepaticae			Plagiochilaceae	Plagiochila	porelloides	subarctica	Variété	(Jörg.) Lammes	Accepté	Infraspecific Epithet Authorship : (Jörg.) Lammes	2014-12-02					
194	194	194	Plagiochila porelloides var. porelloides	Plagiochila porelloides (Torr. ex Nees) Lindenb. var. porelloides				|Hepaticae|||Plagiochilaceae|Plagiochila|porelloides|porelloides		Hepaticae			Plagiochilaceae	Plagiochila	porelloides	porelloides	Variété		Accepté		2014-12-02					
196	196	196	Pleurocladula albescens var. albescens	Fuscocephaloziopsis albescens Vá a & L. Söderstr.														(Hook.) Grolle	Synonyme		2014-12-16					
198	198	198	Porella pinnata	Porella pinnata L.				|Hepaticae|||Porellaceae|Porella|pinnata|		Hepaticae			Porellaceae	Porella	pinnata		Espèce	L.	Accepté		2014-12-02					
199	199	199	Porella platyphylla	Porella platyphylla (L.) Pfeiff.				|Hepaticae|||Porellaceae|Porella|platyphylla|		Hepaticae			Porellaceae	Porella	platyphylla		Espèce	(L.) Pfeiff.	Accepté		2014-12-02					
201	201	201	Prasanthus suecicus	Prasanthus suecicus Lindb.				|Hepaticae|||Gymnomitriaceae|Prasanthus|suecicus|		Hepaticae			Gymnomitriaceae	Prasanthus	suecicus		Espèce	Lindb.	Accepté		2014-12-02					
202	202	202	Preissia quadrata subsp. quadrata	Preissia quadrata (Scop.) Nees subsp. quadrata				|Hepaticae|||Marchantiaceae|Preissia|quadrata|quadrata		Hepaticae			Marchantiaceae	Preissia	quadrata	quadrata	Sous-espèce		Accepté		2014-12-02					
203	203	203	Preissia quadrata subsp. hyperborea	Preissia quadrata (Scop.) Nees subsp. hyperborea R.M. Schust.				|Hepaticae|||Marchantiaceae|Preissia|quadrata|hyperborea		Hepaticae			Marchantiaceae	Preissia	quadrata	hyperborea	Sous-espèce	R.M. Schust.	Accepté	Infraspecific Epithet Authorship : R.M. Schust.	2014-12-02					
204	204	204	Ptilidium ciliare	Ptilidium ciliare (L.) Hampe				|Hepaticae|||Ptilidiaceae|Ptilidium|ciliare|		Hepaticae			Ptilidiaceae	Ptilidium	ciliare		Espèce	(L.) Hampe	Accepté		2014-12-02					
205	205	205	Ptilidium pulcherrimum	Ptilidium pulcherrimum (Weber) Hampe				|Hepaticae|||Ptilidiaceae|Ptilidium|pulcherrimum|		Hepaticae			Ptilidiaceae	Ptilidium	pulcherrimum		Espèce	(Weber) Hampe	Accepté		2014-12-02					
206	206	206	Radula complanata	Radula complanata (L.) Dumort.				|Hepaticae|||Radulaceae|Radula|complanata|		Hepaticae			Radulaceae	Radula	complanata		Espèce	(L.) Dumort.	Accepté		2014-12-02					
207	207	207	Reboulia hemisphaerica	Reboulia hemisphaerica (L.) Raddi				|Hepaticae|||Aytoniaceae|Reboulia|hemisphaerica|		Hepaticae			Aytoniaceae	Reboulia	hemisphaerica		Espèce	(L.) Raddi	Accepté		2014-12-02					
208	208	208	Riccardia chamedryfolia	Riccardia chamedryfolia (With.) Grolle				|Hepaticae|||Aneuraceae|Riccardia|chamedryfolia|		Hepaticae			Aneuraceae	Riccardia	chamedryfolia		Espèce	(With.) Grolle	Accepté		2014-12-02					
209	209	209	Riccardia latifrons	Riccardia latifrons Lindb.				|Hepaticae|||Aneuraceae|Riccardia|latifrons|		Hepaticae			Aneuraceae	Riccardia	latifrons		Espèce	Lindb.	Accepté		2014-12-02					
210	210	210	Riccardia multifida	Riccardia multifida (L.) Gray				|Hepaticae|||Aneuraceae|Riccardia|multifida|		Hepaticae			Aneuraceae	Riccardia	multifida		Espèce	(L.) Gray	Accepté		2014-12-02					
211	211	211	Riccardia palmata	Riccardia palmata (Hedw.) Carruth.				|Hepaticae|||Aneuraceae|Riccardia|palmata|		Hepaticae			Aneuraceae	Riccardia	palmata		Espèce	(Hedw.) Carruth.	Accepté		2014-12-02					
212	212	212	Riccia bifurca	Riccia bifurca Hoffm.				|Hepaticae|||Ricciaceae|Riccia|bifurca|		Hepaticae			Ricciaceae	Riccia	bifurca		Espèce	Hoffm.	Accepté		2014-12-02					
213	213	213	Riccia cavernosa	Riccia cavernosa Hoffm.				|Hepaticae|||Ricciaceae|Riccia|cavernosa|		Hepaticae			Ricciaceae	Riccia	cavernosa		Espèce	Hoffm.	Accepté		2014-12-02					
214	214	214	Riccia fluitans	Riccia fluitans L.				|Hepaticae|||Ricciaceae|Riccia|fluitans|		Hepaticae			Ricciaceae	Riccia	fluitans		Espèce	L.	Accepté		2014-12-02					
215	215	215	Riccia frostii	Riccia frostii Austin				|Hepaticae|||Ricciaceae|Riccia|frostii|		Hepaticae			Ricciaceae	Riccia	frostii		Espèce	Austin	Accepté		2014-12-02					
216	216	216	Riccia huebeneriana subsp. sullivantii	Riccia huebeneriana Lindenb. subsp. sullivantii (Austin) R.M. Schust.				|Hepaticae|||Ricciaceae|Riccia|huebeneriana|sullivantii		Hepaticae			Ricciaceae	Riccia	huebeneriana	sullivantii	Sous-espèce	(Austin) R.M. Schust.	Accepté	Infraspecific Epithet Authorship : (Austin) R.M. Schust.	2014-12-02					
217	217	217	Riccia rhenana	Riccia rhenana Lorb. ex Müll. Frib.				|Hepaticae|||Ricciaceae|Riccia|rhenana|		Hepaticae			Ricciaceae	Riccia	rhenana		Espèce	Lorb. ex Müll. Frib.	Accepté		2014-12-02					
218	218	218	Riccia sorocarpa	Riccia sorocarpa Bisch.				|Hepaticae|||Ricciaceae|Riccia|sorocarpa|		Hepaticae			Ricciaceae	Riccia	sorocarpa		Espèce	Bisch.	Accepté		2014-12-02					
219	219	219	Ricciocarpos natans	Ricciocarpos natans (L.) Corda				|Hepaticae|||Ricciaceae|Ricciocarpos|natans|		Hepaticae			Ricciaceae	Ricciocarpos	natans		Espèce	(L.) Corda	Accepté		2014-12-02					
220	220	220	Sauteria alpina	Sauteria alpina (Nees & Bisch.) Nees				|Hepaticae|||Cleveaceae|Sauteria|alpina|		Hepaticae			Cleveaceae	Sauteria	alpina		Espèce	(Nees & Bisch.) Nees	Accepté		2014-12-02					
221	221	221	Scapania apiculata	Scapania apiculata Spruce				|Hepaticae|||Scapaniaceae|Scapania|apiculata|		Hepaticae			Scapaniaceae	Scapania	apiculata		Espèce	Spruce	Accepté		2014-12-02					
222	222	222	Scapania brevicaulis var. brevicaulis	Scapania brevicaulis Taylor var. brevicaulis				|Hepaticae|||Scapaniaceae|Scapania|brevicaulis|brevicaulis		Hepaticae			Scapaniaceae	Scapania	brevicaulis	brevicaulis	Variété		Accepté		2014-12-02					
223	223	223	Scapania brevicaulis var. dubia	Scapania brevicaulis Taylor var. dubia R.M. Schust.				|Hepaticae|||Scapaniaceae|Scapania|brevicaulis|dubia		Hepaticae			Scapaniaceae	Scapania	brevicaulis	dubia	Variété	R.M. Schust.	Accepté	Infraspecific Epithet Authorship : R.M. Schust.	2014-12-02					
224	224	224	Scapania carinthiaca	Scapania carinthiaca J.B. Jack ex Lindb.				|Hepaticae|||Scapaniaceae|Scapania|carinthiaca|		Hepaticae			Scapaniaceae	Scapania	carinthiaca		Espèce	J.B. Jack ex Lindb.	Accepté		2014-12-02					
